정류소아이디,정류소명,경도,위도,위치정보(주변설명),데이터 기준일자
405001682,던덕모롤,126.408385,33.462398,보로미마을방향,2022-11-01
405001681,던덕모롤,126.408176,33.462305,승차대 맞은편,2022-11-01
405001486,도깨비공원,126.69269,33.465533,대흘교차로 방향,2022-11-01
405001485,도깨비공원,126.693017,33.465075,선흘2리방향,2022-11-01
405001686,도두동,126.466197,33.502873,마트클럽 건너편,2022-11-01
405000506,도두동,126.466562,33.502584,클럽마트 앞,2022-11-01
405000503,도두봉 동쪽,126.473007,33.509306,섬 횟집 앞,2022-11-01
405001919,도두봉 동쪽,126.472271,33.509315,아모렉스호텔앞,2022-11-01
405000502,도두봉 동쪽,126.472315,33.509325,섬횟집 건너편,2022-11-01
406001857,도래기소입구,126.832385,33.361277,,2022-11-01
406001856,도래기소입구,126.832316,33.361436,,2022-11-01
405000386,도련1동,126.590028,33.509063,GS제주도련점 우측,2022-11-01
405000387,도련1동,126.589752,33.509316,빡빡이네족발 건너편,2022-11-01
405000390,도련1동입구,126.588967,33.512633,통큰오리 건너편,2022-11-01
405000391,도련2동,126.58905,33.512883,통큰오리 좌측,2022-11-01
405000384,도련반석스위트타운,126.59107,33.50666,도련반석스위트타운 가동 앞,2022-11-01
405000385,도련반석스위트타운,126.591218,33.50666,도련반석스위트타운 건너편,2022-11-01
405002047,도련서마을,126.578657,33.512256,,2022-11-01
405001989,도련서마을,126.578639,33.51193,,2022-11-01
405001822,도련초등학교,126.583014,33.514212,부영6단지 맞은편,2022-11-01
405001908,도련초등학교,126.583279,33.514433,도련초등학교 맞은편,2022-11-01
405000508,도리초등학교,126.465846,33.501415,도리초등교 앞,2022-11-01
405000507,도리초등학교,126.466183,33.501167,도리초등교 맞은편(신제주방향),2022-11-01
405002032,도리초등학교(종점),126.464163,33.500949,,2022-11-01
405002033,도리초등학교(종점),126.465623,33.500198,,2022-11-01
406001462,도린동산,126.768164,33.358246,비닐하우스앞,2022-11-01
406001463,도린동산,126.768269,33.358368,비닐하우스 맞은편,2022-11-01
405001092,도림사,126.302336,33.418418,귀덕3리이정표 우측,2022-11-01
405001093,도림사,126.30245,33.418233,애월읍/봉성리이정표 좌측,2022-11-01
406001737,도순거린내,126.473651,33.259413,,2022-11-01
406001738,도순거린내,126.474985,33.258947,,2022-11-01
406000025,도순동,126.473304,33.252616,유명반점 우측,2022-11-01
406000024,도순동,126.474786,33.252841,대동절물 우측,2022-11-01
406001647,도순초등학교,126.478071,33.248612,,2022-11-01
406001646,도순초등학교,126.477941,33.248541,,2022-11-01
406000158,도영슈퍼,126.60025,33.24225,도영슈퍼 좌측,2022-11-01
406000157,도영슈퍼앞,126.60045,33.241983,도영슈퍼 건너편,2022-11-01
405000659,도평동,126.451264,33.480128,도평가든 맞은편(도평방향),2022-11-01
405002279,도평로 광평마을입구,126.462165,33.479285,,2022-11-01
405002280,도평로 광평마을입구,126.461981,33.47914,,2022-11-01
405000658,도평마을입구,126.450884,33.479929,도평가든 앞,2022-11-01
405000052,도평초등학교,126.445617,33.48185,다정빌라 좌측,2022-11-01
405000053,도평초등학교,126.44555,33.481683,21세기주유소 앞,2022-11-01
405000194,도호동,126.495011,33.48581,이금돈지앞,2022-11-01
405000193,도호동,126.494923,33.485662,제주청소년교육문화연구소 우측,2022-11-01
406001471,독벌은이 동산,126.683625,33.368855,더클래식골프앤리조트입구,2022-11-01
406001515,독벌은이 동산,126.683896,33.368856,더클래식골프앤리조트 맞은편,2022-11-01
406000249,돈내코,126.584288,33.299697,관리사무소 입구 맞은편,2022-11-01
406000250,돈내코,126.584822,33.299776,돈내코관리사무소 우측,2022-11-01
406002009,돈내코 모루,126.578232,33.302301,,2022-11-01
406002010,돈내코 모루,126.578011,33.302221,,2022-11-01
406000251,돈내코교,126.58862,33.299344,대정농원입구,2022-11-01
406000252,돈내코교,126.588783,33.299617,구도로 3거리 좌측,2022-11-01
406002019,돈내코마을,126.575681,33.302451,,2022-11-01
406001211,돈내코마을,126.573657,33.302902,,2022-11-01
406000248,돈내코마을,126.573518,33.302749,돈내코마을회관 앞,2022-11-01
406001120,돈물교,126.71425,33.314783,의지천간판 우측,2022-11-01
406001141,돈물교,126.714019,33.314689,의귀사거리 방향,2022-11-01
405001679,돌선밭,126.425166,33.454153,비닐하우스 앞,2022-11-01
405001680,돌선밭,126.425169,33.453969,비닐하우스 맞은편,2022-11-01
405002508,돌하르방캠핑장,126.239874,33.32129,,2022-11-01
405002509,돌하르방캠핑장,126.24007,33.32123,,2022-11-01
406001306,돔뱅이왓,126.369504,33.235002,단독주택 앞,2022-11-01
406001479,돔뱅이왓,126.36945,33.235157,신축건물앞,2022-11-01
405001458,돗바령,126.689689,33.512301,금빛농원입구,2022-11-01
405001459,돗바령,126.689696,33.512424,,2022-11-01
406000132,돗소,126.5352,33.261967,서귀포성결교회 건너편 좌측,2022-11-01
406000131,돗소,126.536133,33.261867,서귀포성결교회 좌측,2022-11-01
406001983,동가름,126.629995,33.293576,,2022-11-01
406001984,동가름,126.630053,33.293683,,2022-11-01
406000620,동광단지,126.359395,33.313878,동광단지경로당 맞은편,2022-11-01
406000961,동광리,126.338367,33.306367,구 동광초교앞,2022-11-01
406000962,동광문화마을,126.338154,33.305916,동광로 106 옆,2022-11-01
405000284,동광양,126.532223,33.502197,정플라워 앞,2022-11-01
405000283,동광양,126.532202,33.502021,한화생명,2022-11-01
406001580,동광육거리,126.341188,33.310142,,2022-11-01
406001965,동광육거리 주차장,126.342361,33.312302,,2022-11-01
406001964,동광육거리 주차장,126.342182,33.312398,,2022-11-01
405000268,동광초등학교,126.545767,33.5017,에넥스탐라전시장 앞,2022-11-01
405000269,동광초등학교,126.54475,33.5014,까사미아 앞,2022-11-01
406001654,동광환승정류장(종점),126.339323,33.310336,,2022-11-01
406001653,동광환승정류장(종점),126.339365,33.310204,,2022-11-01
406001590,동광환승정류장1,126.339318,33.310207,,2022-11-01
406001227,동광환승정류장2(영어교육도시방면),126.339361,33.310338,동광마트앞,2022-11-01
406000966,동광환승정류장3(한림방면),126.340517,33.310483,S-오일 주유소 맞은편(금악리방향),2022-11-01
406000965,동광환승정류장4(제주방면),126.340994,33.310443,에스오일주유소 앞,2022-11-01
406000964,동광환승정류장5(서귀방면),126.340833,33.309583,창천리방향,2022-11-01
406000963,동광환승정류장6(모슬포방면),126.340253,33.309684,에넥스탐라전시장 앞,2022-11-01
405002550,동구시물,126.420857,33.458804,,2022-11-01
405002549,동구시물,126.420265,33.458989,,2022-11-01
406000067,동남아파트,126.509984,33.249792,서귀포공인중개사사무소 우측,2022-11-01
406000151,동덕아파트,126.560092,33.257621,남서울식당 앞,2022-11-01
405000929,동명리,126.265878,33.409239,오가파웰빙국수앞,2022-11-01
405002598,동명리,126.262512,33.40795,,2022-11-01
405000933,동명리 한천동,126.274188,33.394648,동명리 한천동이정표 우측,2022-11-01
406000801,동모루,126.716706,33.328089,한남리방향,2022-11-01
406000802,동모루,126.717067,33.32785,신흥리방향,2022-11-01
406001407,동모루왓,126.91925,33.439004,섭지코지 반대 방향,2022-11-01
406001408,동모루왓,126.919829,33.438936,섭지코지 방향,2022-11-01
406000358,동문,126.530996,33.257326,백두00 앞,2022-11-01
406000357,동문,126.530984,33.257448,호근동방향,2022-11-01
406001447,동문로터리,126.567762,33.24988,착한휴대폰 앞,2022-11-01
406000531,동문로터리,126.568527,33.248595,삼진탕 앞,2022-11-01
406001448,동문로터리,126.567916,33.249863,준포토 앞,2022-11-01
406000475,동문로터리,126.568347,33.248683,서귀포농협동부지점 우측,2022-11-01
405000290," 동문로터리,동문시장",126.52795,33.51295,동문시장앞,2022-11-01
405000289," 동문로터리,동문시장",126.527055,33.513152,동문로터리산지천마당앞,2022-11-01
405002161,동문성당,126.532522,33.510318,,2022-11-01
405002160,동문성당,126.532369,33.510067,,2022-11-01
405001916,동문시장(시티투어),126.528578,33.514355,산지천앞,2022-11-01
406000230,동문정류소,126.63025,33.289317,위미농협 신례지소(하례2리 방향),2022-11-01
406000231,동문정류소,126.630317,33.2888,단독주택 273호 앞,2022-11-01
406001689,동물개동산 앞,126.43105,33.240129,,2022-11-01
406001688,동물개동산 앞,126.431203,33.240117,,2022-11-01
406000326,동미빌딩,126.566581,33.248666,FILA KIDS 앞,2022-11-01
405002255,동방남비케길,126.691782,33.481972,,2022-11-01
405002254,동방남비케길,126.691573,33.48208,,2022-11-01
406001320,동백동산,126.367614,33.289899,카멜리아힐 앞,2022-11-01
406001319,동백동산,126.367636,33.29024,카메리아힐 건너편,2022-11-01
405001972,동백동산 습지센터,126.714607,33.509043,,2022-11-01
405001971,동백동산 습지센터,126.714395,33.509324,,2022-11-01
406001975,동백방앗간,126.745562,33.317573,,2022-11-01
406002050,동백수목원,126.677919,33.275971,,2022-11-01
406002051,동백수목원,126.678431,33.276006,,2022-11-01
406000087,동병듸,126.463263,33.242692,반사경앞,2022-11-01
406000086,동병듸,126.463487,33.242383,비닐하우스 앞,2022-11-01
405002446,동복ESH주택,126.706359,33.54814,,2022-11-01
405001350,동복리,126.712711,33.553,어린이보호구역 왼쪽,2022-11-01
405001351,동복리,126.712477,33.552896,어린이보호구역 오른쪽,2022-11-01
405001912,동복리관광체험어장,126.716543,33.553335,동복리관광체험어장입구삼거리 전봇대앞,2022-11-01
405001921,동복리관광체험어장,126.716066,33.553351,동복리관광체험어장입구(제주시방향),2022-11-01
405001352,동복리휴게소,126.707948,33.553367,동복리이정표 건너편,2022-11-01
405000969,동복리휴게소,126.707889,33.553473,바람벽에 흰당나귀 우측,2022-11-01
405002203,동부경찰서,126.537062,33.501587,,2022-11-01
405002202,동부경찰서,126.536806,33.501781,,2022-11-01
406001130,동부보건소,126.702711,33.275111,큰엉식당 우측,2022-11-01
406000994,동부보건소,126.703383,33.275267,동부보건소 앞,2022-11-01
405001762,동부위생처리장 입구,126.695387,33.436315,탐라승마장 맞은편,2022-11-01
405001763,동부위생처리장 입구,126.695474,33.436457,5.16 교래리로터리 부근,2022-11-01
405001932,동사라마을,126.449021,33.467917,무수천가기전 사라마을입구,2022-11-01
405000175,동산교,126.510265,33.500286,GS서광로주유소 우측,2022-11-01
406001901,동산물,126.868775,33.436687,,2022-11-01
406001900,동산물,126.868747,33.436816,,2022-11-01
406001902,동산물서,126.865444,33.434618,,2022-11-01
406001903,동산물서,126.865757,33.43473,,2022-11-01
406001248,동상동,126.77027,33.361328,비닐하우스창고앞,2022-11-01
406001247,동상동삼거리,126.773558,33.356265,팽나무 정자앞,2022-11-01
406000268,동상효,126.607167,33.279967,토평초등학교방향,2022-11-01
406000269,동상효,126.6073,33.27965,주차장 앞,2022-11-01
406001818,동상효회전교차로,126.605914,33.276806,,2022-11-01
406001817,동상효회전교차로,126.605785,33.276737,,2022-11-01
405000970,동성동,126.755449,33.555959,미화상회 우측,2022-11-01
405001343,동성동,126.754628,33.555643,명진리모델링 앞,2022-11-01
405000174,동성마을,126.511035,33.500045,하이리빙 제주프라자 앞,2022-11-01
405000080,동성마을 입구,126.507533,33.4932,아이랜드안경 좌측,2022-11-01
405001422,동수동,126.622417,33.5175,조립식 단독주택앞,2022-11-01
405001423,동수동,126.6225,33.517617,주황색단독주택 앞,2022-11-01
405002431,동수동입구,126.618051,33.520568,,2022-11-01
405002432,동수동입구,126.618431,33.520005,,2022-11-01
406001032,동원산업,126.82191,33.312218,한지동방향,2022-11-01
406001033,동원산업,126.825463,33.313032,그린카센타방향,2022-11-01
406000912,동일1리,126.243067,33.228183,동일1리 복지회관 건너편,2022-11-01
406000911,동일1리,126.242717,33.228483,동일1리 복지회관 앞,2022-11-01
406000633,동일2리,126.23675,33.25765,동일2리 노인회관 건너편,2022-11-01
406000632,동일2리,126.236733,33.257717,,2022-11-01
406000952,동일2리입구,126.234033,33.260417,제주시방향. 동일2리 이정표 우측,2022-11-01
406000951,동일2리입구,126.233717,33.260329,대정농공단지 방향,2022-11-01
406001434,동하동,126.77732,33.347357,역지동방향,2022-11-01
406001435,동하동,126.777379,33.347461,가시리방향,2022-11-01
406001174,동홍 사거리,126.56831,33.254496,삼성전자서비스 우측,2022-11-01
406001173,동홍 사거리,126.568378,33.254726,농협 서귀포 지점 앞,2022-11-01
406000512,동홍대림,126.572117,33.255733,돈사촌 우측,2022-11-01
406000511,동홍대림,126.572017,33.255917,동홍대림아파트 102동 앞,2022-11-01
406000396,동홍반석아파트입구,126.56774,33.262687,동홍로 162번길 2 앞,2022-11-01
406000283,동홍분식,126.56835,33.266717,동흥분식 맞은편,2022-11-01
406000282,동홍분식,126.568159,33.266759,동흥분식 앞,2022-11-01
406000284,동홍청소년문화의집,126.568717,33.265883,공예마을 우측,2022-11-01
406000285,동홍청소년문화의집,126.569303,33.265947,샘물공조냉동 건너편,2022-11-01
406000395,동홍청소년문화의집,126.567983,33.265217,국수와순대이야기 앞(동홍분식방향),2022-11-01
406000479,동홍청소년문화의집,126.567771,33.265,사리원 우측,2022-11-01
406000354,동홍초등학교,126.569173,33.259262,동홍초등학교 앞,2022-11-01
406000353,동홍초등학교,126.570835,33.259231,체리블로섬 앞,2022-11-01
406000468,동홍초등학교 입구,126.568116,33.258572,세흥자동차용품 건너편,2022-11-01
406001372,동홍초등학교입구,126.568483,33.258877,청송골 앞,2022-11-01
405001435,동회천,126.61345,33.50455,,2022-11-01
405001155,동회천,126.613383,33.50465,중산간동로 232건물 건너편,2022-11-01
406002055,두리동 입구,126.761687,33.354215,,2022-11-01
405001270,두모리사무소,126.185335,33.353968,한경면사무소 방향,2022-11-01
405001269,두모리사무소,126.185283,33.353517,금등리마을 방향,2022-11-01
405002081,두문이머세(두맹이골목),126.536617,33.510423,,2022-11-01
405002080,두문이머세(두맹이골목),126.536355,33.510606,,2022-11-01
405002231,두문포 노린당,126.909291,33.496442,,2022-11-01
405002232,두문포 노린당,126.909182,33.496314,,2022-11-01
406002039,두성가름,126.818124,33.331723,,2022-11-01
406002038,두성가름,126.818256,33.331809,,2022-11-01
406000613,두수동,126.763266,33.351396,토산1리 방향,2022-11-01
405001734,두인빌라 삼거리,126.404092,33.424067,삼성필라이팅 사무실 앞,2022-11-01
405001735,두인빌라 삼거리,126.40412,33.424105,삼성필라이팅 사무실 맞은편,2022-11-01
405002009,둔지오름,126.797756,33.506106,,2022-11-01
405002010,둔지오름,126.797957,33.506151,,2022-11-01
406000270,뒤큰글,126.604172,33.275865,교차로 방향 쪽,2022-11-01
406000271,뒤큰글,126.603782,33.275837,교차로 지나서,2022-11-01
406000203,뒤통모루,126.667067,33.275267,KGB택배 우측,2022-11-01
406000204,뒤통모루,126.666893,33.275395,거북가스 우측,2022-11-01
406000110,뒷동산,126.510683,33.236667,GS25 우측,2022-11-01
406000302,뒷빌레,126.589792,33.27391,포도나무 어린이집 우측,2022-11-01
406000303,뒷빌레,126.58965,33.273267,분수대식당 맞은편,2022-11-01
405001858,뒷산길,126.650613,33.492749,토방점담 건너편,2022-11-01
405001859,뒷산길,126.650749,33.492855,토방점담 좌측,2022-11-01
405002390,들위오름,126.540246,33.425478,,2022-11-01
405002389,들위오름,126.539733,33.425932,,2022-11-01
406001116,디삘레,126.710928,33.331189,수망손칼국수 좌측,2022-11-01
406001142,디삘레,126.711158,33.33092,의귀리방향 수망손칼국수 맞은편,2022-11-01
405001623,디지털융합센터,126.571498,33.451061,JPT디지털융합센터,2022-11-01
405002088,디케이서비스,126.520799,33.46377,,2022-11-01
405002089,디케이서비스,126.520206,33.463688,,2022-11-01
405001621,라마다 프라자 제주호텔,126.518557,33.518383,라마다호텔 앞,2022-11-01
405001620,라마다 프라자 제주호텔,126.51848,33.518233,탑동산호전복 우측,2022-11-01
405001225,라신동,126.277833,33.435267,한림목재산업 앞,2022-11-01
405001226,라신동,126.277383,33.434061,한림가스 앞,2022-11-01
406000166,라임오렌지빌,126.587009,33.246865,라임오렌지빌 입구 건너편,2022-11-01
406000165,라임오렌지빌,126.587233,33.246567,라임오렌지빌 입구 좌측,2022-11-01
406001881,라파의집,126.609545,33.272986,,2022-11-01
406001880,라파의집,126.609564,33.272678,,2022-11-01
405001284,렛츠런파크,126.393433,33.410417,경마장 입구,2022-11-01
405001283,렛츠런파크,126.392633,33.409967,경마공원정문 앞,2022-11-01
405000013,롯데마트,126.482183,33.4819,신영빌딩 앞,2022-11-01
405000014,롯데마트,126.483213,33.482142,롯데마트 앞,2022-11-01
405001888,롯데시티호텔(600번),126.48894,33.489899,,2022-11-01
405001890,롯데시티호텔(600번),126.488562,33.490018,,2022-11-01
406000389,리틀프린스뮤지엄,126.413433,33.250183,한국관광공사 입구,2022-11-01
406000054,리틀프린스뮤지엄,126.41415,33.250067,중문하우스 앞,2022-11-01
405002388,마방목지,126.604082,33.426506,,2022-11-01
405002387,마방목지,126.603313,33.427032,,2022-11-01
405001863,막거리,126.401398,33.427428,단독주택 189호 앞(흐리물 방면),2022-11-01
405001862,막거리,126.401315,33.427258,단독주택 190호 앞(두인빌라 삼거리 방면),2022-11-01
406002040,막동산,126.52346,33.256242,,2022-11-01
406001517,막동산,126.523425,33.25647,제주도여행사 앞,2022-11-01
406001039,막상올레,126.833915,33.325826, 성읍리방향.표선슈퍼 앞,2022-11-01
405000939,만장굴,126.771879,33.530981,공원주차장 내,2022-11-01
405001337,만장굴입구,126.778918,33.549682,제주특산품 전시매장 앞,2022-11-01
405000812,만장굴입구,126.77804,33.548525,신례리 방향,2022-11-01
405001338,만장굴입구,126.777311,33.54911,만장굴입구 가기전,2022-11-01
406000226,만지동,126.62675,33.29325,하례2리 방향,2022-11-01
406000227,만지동,126.626583,33.2929,신례2리 방향,2022-11-01
406001723,만지동,126.627285,33.29315,,2022-11-01
406001727,망동산,126.619194,33.256815,,2022-11-01
406001870,망오름,126.769127,33.321221,,2022-11-01
406001869,망오름,126.769029,33.321162,,2022-11-01
406000220,망장포 입구,126.633917,33.26415,하효 방향,2022-11-01
406000219,망장포 입구,126.6345,33.264083,신례리 방향,2022-11-01
406001804,매일올레시장 7번입구,126.565959,33.249753,,2022-11-01
405000615,매촌,126.588567,33.517967,삼화부영 사랑으로 5차 515동 앞,2022-11-01
405000616,매촌,126.588733,33.517883,(주)천일익스프레스 우측,2022-11-01
406001623,맹살공원,126.621985,33.263138,,2022-11-01
406001622,맹살공원,126.621621,33.263154,,2022-11-01
406000081,머구낭동산,126.45815,33.245733,,2022-11-01
406000080,머구낭동산,126.45831,33.245662,하원방향,2022-11-01
405001145,먼나먼루,126.6501,33.487933,교래방향,2022-11-01
405001144,먼나먼루,126.650233,33.487767,회천방향,2022-11-01
406001785,먼머루,126.309922,33.277081,,2022-11-01
406001786,먼머루,126.310206,33.276981,,2022-11-01
405001729,멍중내,126.686302,33.511235,경덕원방향,2022-11-01
405001601,멍중내,126.688602,33.500699,선흘방향,2022-11-01
405001728,멍중내,126.685842,33.511149,함덕방향,2022-11-01
405001810,메이즈랜드,126.798325,33.49068,메이즈랜드 입구 건너편 우측,2022-11-01
405002011,메이즈랜드,126.799535,33.490083,,2022-11-01
405001715,메이즈랜드,126.799075,33.490875,메이즈랜드 입구,2022-11-01
405001636,메종글래드 제주,126.486901,33.48608,강경희헤어시티 좌측,2022-11-01
405000721,메종글래드 제주,126.487445,33.485861,선랜드맥심호텔 우측,2022-11-01
405001801,명도암,126.609873,33.473858,명도암마트 맞은편,2022-11-01
405001800,명도암,126.609653,33.47376,명도암마트 좌측,2022-11-01
405000298,명도암 마을회관,126.61086,33.470992,명도암마을회관 우측,2022-11-01
405000297,명도암 마을회관,126.6107,33.470917,명도암 마을회관 맞은편,2022-11-01
405000244,명도암입구,126.603866,33.484652,손맛식당 좌측,2022-11-01
405000245,명도암입구,126.60411,33.484948,번영(카)공업사 우측,2022-11-01
405002336,명도암입구 삼거리,126.640154,33.427615,,2022-11-01
405002337,명도암입구 삼거리,126.640442,33.427574,,2022-11-01
405001046,명리동,126.268033,33.319333,명이동못 앞,2022-11-01
405001045,명리동,126.267835,33.319264,명리동못 건너편,2022-11-01
405001047,명리동,126.269783,33.317733,저지리명리동회관 좌측,2022-11-01
405001048,명리동,126.269767,33.317583,명리동농수산물직판장앞,2022-11-01
405001835,명리동알동네,126.268165,33.316908,알동네집 식당 우측,2022-11-01
405001836,명리동알동네,126.268247,33.316777, 알동네집식당 건너편.승차대,2022-11-01
405000178,명신마을,126.503028,33.499623,제일자동차공업사 앞,2022-11-01
405002504,명월교회,126.27307,33.377819,,2022-11-01
405002505,명월교회,126.273024,33.378109,,2022-11-01
405000834,명월리,126.266467,33.38705,명월리문화회관 앞,2022-11-01
405000836,명월리,126.266111,33.389896,정자 앞,2022-11-01
405000835,명월리,126.265967,33.389417,정자 맞은편,2022-11-01
405002276,명월리노인복지회관,126.267346,33.384698,,2022-11-01
405002275,명월리노인복지회관,126.267357,33.384392,,2022-11-01
405002149,명월리사무소,126.26649,33.386748,,2022-11-01
405002190,명월상동,126.279537,33.374951,,2022-11-01
405002189,명월상동,126.279535,33.375095,,2022-11-01
405002146,명월상동회관,126.283012,33.374794,,2022-11-01
405002145,명월상동회관,126.283044,33.374953,,2022-11-01
405000841,명월하동,126.259817,33.397267,한림2리 방향,2022-11-01
405000833,명월하동,126.260792,33.396068,옹포리방향,2022-11-01
405000838,명월하동,126.263373,33.396589,명월하동 복지회관앞,2022-11-01
405000180,명주주택,126.493758,33.49567,보리빵마을 좌측,2022-11-01
405000179,명주주택,126.493492,33.495796,보리빵마을 앞,2022-11-01
406001834,명춘동산,126.661018,33.289957,,2022-11-01
405000023,모감동,126.380954,33.475928,수레자동차매매상사 우측,2022-11-01
405000022,모감동,126.380195,33.475554,대원정사입구 앞,2022-11-01
406001611,모구리야영장,126.81815,33.405952,,2022-11-01
406001610,모구리야영장,126.817072,33.405593,,2022-11-01
406001905,모롯동산,126.713506,33.287336,,2022-11-01
406001904,모롯동산,126.713421,33.2872,,2022-11-01
405002580,모르왓동산,126.326842,33.454178,,2022-11-01
405002581,모르왓동산,126.326827,33.454361,,2022-11-01
406001553,모슬포 남항 여객선 터미널(운진항),126.257486,33.211189,,2022-11-01
406001554,모슬포 남항 여객선 터미널(운진항),126.257336,33.210974,,2022-11-01
406000832,모슬포우체국,126.255195,33.222554,자금성중화요리앞,2022-11-01
406000918,모슬포우체국,126.255485,33.222534,우성가든,2022-11-01
406001239,모슬포항,126.252397,33.217541,하모리방향,2022-11-01
406001470,모슬포항,126.252234,33.216521,동성식당앞,2022-11-01
405001846,목다운목,126.688438,33.520141,,2022-11-01
405001847,목다운목,126.688661,33.520174,비닐하우스 앞 (억수동방면),2022-11-01
405001001,목선동,126.71815,33.4897,덕암농원 건너편,2022-11-01
405000910,목선동,126.718285,33.489993,교차로(우회전 앞),2022-11-01
405000652,몰래물,126.482177,33.510527,어항횟집 건너편,2022-11-01
405000430,몰래물,126.482814,33.510538,대게촌 좌측,2022-11-01
406001943,몰성개,126.911071,33.418965,,2022-11-01
406001944,몰성개,126.910898,33.417483,,2022-11-01
405000009,못가름,126.476785,33.488432,농협 앞,2022-11-01
405001842,못거리,126.277859,33.392583,상대리 방면 정류소표지판,2022-11-01
405001838,못거리,126.278146,33.392769,서부요양원 앞,2022-11-01
406001002,무도동,126.74089,33.284796,태흥1리 방향,2022-11-01
406001003,무도동,126.741921,33.284964,제주수산질병관리원 우측,2022-11-01
406000900,무릉1리 리사무소앞,126.2031,33.2703,무릉1리 복지회관,2022-11-01
406000628,무릉1리 사거리,126.203312,33.270522,파란지붕단독주택3호 맞은편,2022-11-01
406000629,무릉1리 사거리,126.203383,33.270633,파란지붕단독주택3호 앞,2022-11-01
406000899,무릉1리 학교앞,126.201818,33.271437,무릉초앞(무릉문화의집방향),2022-11-01
406000775,무릉2리 소공원,126.245583,33.272337,무릉2리 소공원 앞,2022-11-01
406001568,무릉리 사장동,126.199101,33.265918,,2022-11-01
406001567,무릉리 사장동,126.198327,33.266434,,2022-11-01
406000898,무릉문화의 집,126.199483,33.272433,무릉1리방향,2022-11-01
406000897,무릉문화의 집,126.199101,33.272733,신도1리방향,2022-11-01
406001562,무릉손당호,126.211251,33.272059,,2022-11-01
406001563,무릉손당호,126.211272,33.271799,,2022-11-01
405000475,무수천,126.448586,33.461064,해안동입구,2022-11-01
405000476,무수천,126.448667,33.461367, 광령1리(서귀.모슬방향),2022-11-01
406000050,묵은길입구,126.488491,33.250436,한라봉농장 건너편,2022-11-01
406000049,묵은길입구,126.488383,33.25065,만물종합주방 우측,2022-11-01
405002475,문서교,126.613692,33.527469,,2022-11-01
405000181,문서교,126.614191,33.528154,신촌리방향,2022-11-01
405000182,문서교,126.613277,33.527771,삼양동방향,2022-11-01
405001060,문수동,126.283401,33.385496,문수동회관(동명리경로당)건너편,2022-11-01
405001061,문수동,126.283576,33.385594,문수동회관(동명리경로당)앞,2022-11-01
405002119,문예회관,126.535631,33.505476,,2022-11-01
405000286,문예회관,126.536912,33.504633,송월타월 우측,2022-11-01
405000285,문예회관,126.537033,33.50449,김한신의원 앞,2022-11-01
405000987,문예회관,126.53569,33.504947,제주쑥빵 건너편,2022-11-01
405002259,물곹밭,126.400959,33.456583,,2022-11-01
405002258,물곹밭,126.400429,33.457192,,2022-11-01
406002056,물꾸럭동산 입구,126.446787,33.267607,,2022-11-01
406002057,물꾸럭동산 입구,126.446527,33.267049,,2022-11-01
405002380,물메초등학교,126.392467,33.466544,,2022-11-01
406000664,물진밭입구,126.861583,33.371,신양리 방향,2022-11-01
406000665,물진밭입구,126.8616,33.371083,,2022-11-01
405001078,미듬아파트,126.268833,33.4187,제주대림요양병원 앞,2022-11-01
405001077,미듬아파트,126.268733,33.41875,성진부동산 우측,2022-11-01
405001517,미래컨벤션센터,126.514827,33.506607,(주)원-에스 우측,2022-11-01
405001508,미래컨벤션센터,126.514755,33.506643,미래컨벤션센터 앞,2022-11-01
406001497,미와미못 앞,126.843233,33.376373,삼달1리게이트볼장방향 ,2022-11-01
406001438,미와미못 앞,126.843392,33.376314,삼달2리 방향,2022-11-01
406001305,미타요양원,126.852218,33.446678,수산체육공원 앞,2022-11-01
406001304,미타요양원,126.852124,33.44658,수산2리방향(벵듸가름),2022-11-01
405002083,민속자연사박물관,126.530799,33.506921,,2022-11-01
405002082,민속자연사박물관,126.530874,33.507317,,2022-11-01
405000693,민오름,126.501679,33.481423,한라사이클 좌측,2022-11-01
405000694,민오름,126.500472,33.481757,연북로 178 식당 건너편,2022-11-01
406000128,바가잣도,126.527431,33.261262,국제페인트도장공사 우측,2022-11-01
406000127,바가잣도,126.527072,33.261398,S오일주유소앞 라인,2022-11-01
406001421,바겟도동산,126.708226,33.336912,황칠국수 앞,2022-11-01
406001420,바겟도동산,126.70738,33.337753, 의귀방향.제주사라나앞,2022-11-01
406000870,바스메,126.778422,33.405812,성읍2리 방향,2022-11-01
406000869,바스메,126.778347,33.405643,트릭아트뮤지엄방향,2022-11-01
406000478,반석아르미아파트,126.567401,33.262513,동홍초등학교입구 방향,2022-11-01
405000580,반석아파트,126.590267,33.48795,반석아파트 가동 앞,2022-11-01
405000581,반석주택,126.589812,33.48765,반석아파트단지 건너편,2022-11-01
405000593,반석주택,126.571092,33.482076,영평반석타운 앞,2022-11-01
405000592,반석주택,126.57113,33.482165,,2022-11-01
406000045,반참모르,126.502147,33.250189,염돈동방향(가로수 앞),2022-11-01
406000046,반참모르,126.502148,33.249963, 제주월드컵방향.삼성농원 우측,2022-11-01
405000382,밤나무골,126.594599,33.501258,제주시푸드 우측,2022-11-01
405000383,밤나무골,126.594527,33.502017,제주씨푸드 맞은편,2022-11-01
406000725,방구동,126.763228,33.30699,신흥1리방향,2022-11-01
406000726,방구동,126.762734,33.307347, 의귀방향.단독주택78호 앞,2022-11-01
406001946,방구동 뒷동산입구,126.765435,33.306928,,2022-11-01
