정류소아이디,정류소명,경도,위도,위치정보(주변설명),데이터 기준일자
406001167,(구)구판장,126.798051,33.329675,세화1리노인회관입구,2022-11-01
406001168,(구)구판장,126.797879,33.329732,세화1리노인회관입구,2022-11-01
405000186,(구)삼양검문소,126.600034,33.521022,자연농원 우측,2022-11-01
405000185,(구)삼양검문소,126.600847,33.520956,조천읍이정표 좌측,2022-11-01
406000324,(구)중앙파출소,126.560894,33.247598,윤성현내과의원 건너편,2022-11-01
406000467,(구)중앙파출소,126.560367,33.247,M-STAY제주호텔 앞,2022-11-01
406001176,(구)중앙파출소,126.56089,33.247515,에이스모텔(후문) 앞,2022-11-01
406001837,(구)화산초등학교,126.797266,33.326228,,2022-11-01
406000607,(구)화산초등학교,126.797243,33.326291,세화3리 방향,2022-11-01
406001894,1100고지휴게소,126.462942,33.35782,,2022-11-01
406001109,1100고지휴게소,126.463076,33.357816,1100고지휴게소 맞은편,2022-11-01
406000529,1100도로입구,126.43152,33.25164,,2022-11-01
406000021,1100도로입구,126.431641,33.251594,중문주공101동 건너편,2022-11-01
406001962,129전경대,126.241258,33.268002,,2022-11-01
406001963,129전경대,126.241734,33.268234,,2022-11-01
405001700,4.3 평화공원,126.62162,33.451192,4.3공원앞(정문),2022-11-01
405001701,4.3 평화공원,126.6219,33.451025,어린이교통공원 좌측,2022-11-01
405001703,4.3 평화공원 입구,126.620093,33.453117,4.3공원주차장 앞,2022-11-01
405000724,6호광장,126.549231,33.510988,스타침대 우측,2022-11-01
405000723,6호광장,126.548601,33.511076,침대쇼파전문매장 맞은편 좌측,2022-11-01
405001360,911의원,126.678082,33.540685,아지트게스트하우스앞,2022-11-01
405001359,911의원,126.6784,33.540617,아지트게스트하우스 건너편,2022-11-01
405000558,GM빌라,126.520817,33.466633,GM빌라단지 앞,2022-11-01
405000557,GM빌라,126.520795,33.466735,GM빌라 건너편,2022-11-01
405002290,JDC제주첨단 리슈빌,126.575245,33.456753,,2022-11-01
405002291,JDC제주첨단 리슈빌,126.575318,33.457217,,2022-11-01
406001813,KIS빌리지,126.278091,33.269408,,2022-11-01
406001812,KIS빌리지,126.277928,33.269328,,2022-11-01
406001251,LH 1 2단지,126.522626,33.25002,LH1단지 맞은편,2022-11-01
406001252,LH 1 2단지,126.523156,33.249837,LH단지 앞,2022-11-01
406000470,LH아파트,126.522811,33.247249,광대왓방향,2022-11-01
406000309,L마트,126.560033,33.2643,L마트앞,2022-11-01
405002179,NHF삼화1단지,126.582096,33.517458,,2022-11-01
406001224,NLCS 제주,126.285163,33.296438,영어국제학교 안,2022-11-01
406001223,NLCS 제주,126.28563,33.296624,영어국제학교 안,2022-11-01
405001706,S중앙병원,126.471671,33.492851,GS제주월랑점 우측,2022-11-01
405001707,S중앙병원,126.471821,33.492937,새한종합주방 앞,2022-11-01
406001024,가마초등학교,126.799619,33.306706,가마초등학교 맞은편,2022-11-01
406001025,가마초등학교,126.800333,33.30655,순이네감귤농장 건너편,2022-11-01
405002401,가문동마을길,126.395767,33.483513,,2022-11-01
405002400,가문동마을길,126.395788,33.483592,,2022-11-01
405001609,가물개공원,126.584656,33.524662,가물개공원승차대 맞은편,2022-11-01
405001610,가물개공원,126.584825,33.524555,어린이공원 앞,2022-11-01
405001653,가시나물,126.570138,33.471095,기와단독주택 맞은편,2022-11-01
405001652,가시나물,126.569948,33.472524,기와단독주택앞,2022-11-01
406000700,가시농협,126.771467,33.352633,솔밭가든 우측,2022-11-01
406000756,가시농협,126.771602,33.352694,표선농협 맞은편,2022-11-01
406000857,가시리동상동,126.773883,33.353517,비닐하우스 앞,2022-11-01
406000858,가시리동상동,126.773915,33.353809,마을안길 비닐하우스 맞은편,2022-11-01
406000758,가시리동하동,126.773913,33.350253,남광상회슈퍼건너편,2022-11-01
406000757,가시리동하동,126.773899,33.350138,가시식당 우측,2022-11-01
406000755,가시리사무소,126.771517,33.353033,가시식당 앞,2022-11-01
406001431,가시리체육공원,126.774914,33.352355,가시리 체육공원 좌측,2022-11-01
406001430,가시리체육공원,126.774735,33.352385,가시리체육공원 맞은편,2022-11-01
406000692,가시리취락구조,126.766867,33.36135,솔밭가든 맞은편,2022-11-01
406000859,가시리취락구조,126.766617,33.361436,오뚜기편의점 앞,2022-11-01
405001772,가원,126.562902,33.498659,거로민속대장간 우측,2022-11-01
405001484,가원,126.563032,33.498613,거로민속대장간 맞은편,2022-11-01
406001028,가흥동,126.80675,33.307117,가마교차로 지나서 바로,2022-11-01
406001029,가흥동,126.808517,33.307583,관우농장 좌측,2022-11-01
405001948,각시물,126.259085,33.324894,몽생이식당민박앞,2022-11-01
405001947,각시물,126.259315,33.324748,타임파크 앤 미라클아트뮤지엄(앞),2022-11-01
405002496,간드락마을,126.548724,33.488024,,2022-11-01
405002497,간드락마을,126.548712,33.487855,,2022-11-01
406001997,간장캐,126.470711,33.261176,,2022-11-01
406001996,간장캐,126.47143,33.260396,,2022-11-01
405000606,갈왓,126.456233,33.493317,다인정보통신 건너편,2022-11-01
405000607,갈왓,126.455895,33.493657,제주공항렌트카앞,2022-11-01
406000243,감귤단지,126.609183,33.301263,서귀포시 방향,2022-11-01
406000244,감귤단지,126.609389,33.301155,미니축구장 앞(신례리 방향),2022-11-01
406001640,감귤박물관,126.610747,33.271326,,2022-11-01
406001641,감귤박물관,126.611263,33.271258,,2022-11-01
406001772,감귤유통센터,126.809095,33.332302,,2022-11-01
406001773,감귤유통센터,126.809185,33.332143,,2022-11-01
405001603,감귤작목반입구,126.684592,33.534098,함덕농협선과장 맞은편,2022-11-01
405001602,감귤작목반입구,126.684443,33.534185,함덕농협선과장정부지원유통사업 우측,2022-11-01
406000513,감산리,126.35693,33.260072,SK감산주유소 맞은편,2022-11-01
406000516,감산리,126.357022,33.259803,SK감산주유소 앞,2022-11-01
406000704,감산리서동,126.350451,33.257014,과일천하농수산 지난후,2022-11-01
406000967,감산리서동,126.348664,33.256808,과일천하농수산맞은편,2022-11-01
406002018,감산리서동,126.349747,33.257806,,2022-11-01
406001172,감산입구,126.362137,33.260633,감산입구교차로(북향),2022-11-01
406001171,감산입구,126.362207,33.260853,감산입구 교차로(남향),2022-11-01
405000928,강구리,126.277133,33.408883,강구리 마을회관 앞,2022-11-01
405000927,강구리,126.277683,33.408683,강구리노인회관 맞은편,2022-11-01
406001460,강다리,126.888953,33.405783,제주과랑 맞은편,2022-11-01
406001461,강다리,126.888964,33.405929,제주과랑 앞,2022-11-01
406000095,강정농협,126.478267,33.236033,평화센터건너편,2022-11-01
406001702,강정새마을금고,126.477314,33.23647,,2022-11-01
406001649,강정의례회관,126.479973,33.237364,,2022-11-01
406001648,강정의례회관,126.479711,33.237599,,2022-11-01
406000314,강정천,126.4876,33.234017,켄싱턴리조트 앞,2022-11-01
406000313,강정천,126.486346,33.233601,켄싱턴리조트 맞은편,2022-11-01
406000097,강정초등학교,126.480102,33.235638,평화센터 건너편,2022-11-01
406000096,강정초등학교,126.48019,33.235491,나들가게앞,2022-11-01
406000522,강창학종합경기장,126.501463,33.261775,강창학경기장 맞은편,2022-11-01
406000523,강창학종합경기장,126.501453,33.261619,강창학경기장앞,2022-11-01
406001798,강화교,126.794285,33.324552,,2022-11-01
406001797,강화교,126.794219,33.324612,,2022-11-01
405001733,개법사,126.338236,33.404422,제주동물병원앞,2022-11-01
405001732,개법사,126.338312,33.404222,제주동물병원 맞은편,2022-11-01
405001395,개보슬사거리,126.664963,33.504554,제주콩닷컴 우측,2022-11-01
405001394,개보슬사거리,126.664783,33.504417,제주콩닷컴 건너편 좌측,2022-11-01
405000305,거로 남쪽 입구,126.5613,33.504933,삼광충전소 우측,2022-11-01
405000306,거로 남쪽 입구,126.56169,33.504949,천마물산앞,2022-11-01
405001633,거로 사거리,126.556997,33.506888, 봉개방향.우리자원앞,2022-11-01
405001632,거로 사거리,126.555505,33.507781, 사라봉방향.사거리 서쪽,2022-11-01
405001631,거로 사거리,126.555262,33.507005,시청방향 사거리 남쪽,2022-11-01
405001630,거로 사거리,126.557013,33.50765,삼양방향 광고현수막앞,2022-11-01
405000434,거로 입구,126.556533,33.514533,합동택배 앞,2022-11-01
405000433,거로 입구,126.556243,33.514637,오름마당 서쪽,2022-11-01
405000684,거로마을,126.561156,33.50953,,2022-11-01
405001749,거로마을,126.560435,33.509826,삼진산업 앞,2022-11-01
405001748,거로마을,126.561913,33.510294,제주자동차검사정비조합앞,2022-11-01
405000683,거로복지회관,126.560802,33.50859,제일닥트 서측,2022-11-01
405000668,거로복지회관,126.56113,33.508342,동그라미어린이집 앞,2022-11-01
405000682,거로입구,126.562263,33.504933,삼광충전소 건너편,2022-11-01
405000669,거로입구,126.562386,33.504959,무한건설사업(주) 우측,2022-11-01
406000748,거린사슴전망대,126.454983,33.3076,정류소 없지만 정차하고 있음,2022-11-01
406001105,거린사슴전망대,126.454733,33.307633,버스는 정차하고 있음,2022-11-01
406000356,거문머들,126.534199,33.256996,비닐하우스 앞,2022-11-01
406000355,거문머들,126.534243,33.256875,,2022-11-01
405001164,거문오름입구,126.7101,33.451575,선화교차로 동쪽,2022-11-01
405001163,거문오름입구,126.708319,33.453687,선화교차로 서측,2022-11-01
406000731,거물여,126.8005,33.332267,창고 20호 맞은편,2022-11-01
406000732,거물여,126.8007,33.332183,동산식당표지판 좌측,2022-11-01
405002169," 거슨새미오름,안돌오름",126.7569,33.445097,,2022-11-01
405002170," 거슨새미오름,안돌오름",126.756849,33.445153,,2022-11-01
406001912,건쟁이,126.825238,33.347659,,2022-11-01
406001913,건쟁이,126.825356,33.348313,,2022-11-01
405002476,건주모실,126.580126,33.514376,,2022-11-01
405002477,건주모실,126.580132,33.514192,,2022-11-01
406000167,검은여입구,126.582877,33.248192,검은여로진입로 우측,2022-11-01
406000168,검은여입구,126.582531,33.248097,칠십리로진입로 우측,2022-11-01
405000703,게이트볼장,126.519867,33.494917,스포츠메카 좌측,2022-11-01
405000702,게이트볼장,126.519633,33.49475,제주종합경기장부설주차장 앞,2022-11-01
405001389,견월교,126.608145,33.424007,KBS견월송신소 맞은편,2022-11-01
405001392,견월교,126.608217,33.423783,견월악송신소,2022-11-01
405000700,경제통상진흥원,126.540467,33.498867,황금단 앞,2022-11-01
405000705,경제통상진흥원,126.5403,33.499083,중소기업종합지원센터 앞,2022-11-01
406000772,경흥농원,126.738211,33.323016,경흥농원입구 좌측,2022-11-01
406000773,경흥농원,126.73815,33.322917,경흥농원건너편,2022-11-01
405001324,계룡동,126.833376,33.53444,계룡동입구,2022-11-01
405001323,계룡동,126.834081,33.533487,계룡동입구 맞은편,2022-11-01
405000057,계명동,126.426621,33.485932,대박마트 건너편,2022-11-01
405000056,계명동,126.4268,33.4855,억조 생구이 좌측,2022-11-01
405000059,계명동 입구,126.426654,33.488031,한라주택 맞은편,2022-11-01
405000920,계원동,126.333833,33.41005,쉼터 앞,2022-11-01
405000919,계원동,126.334072,33.409748,어므비로 279앞,2022-11-01
406000359,고갠드르,126.524193,33.254725, 막동산방향.팽나무정자쉼터 앞,2022-11-01
406000449,고갠드르,126.524113,33.254612, 고갠드르마을 입구.남문방향,2022-11-01
406000144,고근산,126.513731,33.260334,산림마트 건너편,2022-11-01
406000145,고근산,126.513937,33.260477,산림마트 우측 50m지점,2022-11-01
405002438,고내 지발해변,126.334398,33.465547,,2022-11-01
405002437,고내 지발해변,126.334315,33.465666,,2022-11-01
405002394,고내남또리포구,126.349898,33.473054,,2022-11-01
405002395,고내남또리포구,126.350005,33.472977,,2022-11-01
405001193,고내리,126.3389,33.46315,애월고 방향,2022-11-01
405001192,고내리,126.338032,33.462493,고내봉 앞길,2022-11-01
405001190,고내리 애월 119센터,126.349553,33.466318,애월 119센터 맞은편,2022-11-01
405002392,고내포구,126.336837,33.467285,,2022-11-01
405002393,고내포구,126.337175,33.467098,,2022-11-01
406000254,고도농원,126.593339,33.28763,고도농원 맞은편,2022-11-01
406000253,고도농원,126.593683,33.287533,고도농원 앞,2022-11-01
406000481,고래왓,126.514688,33.247942,올레꿀빵 앞,2022-11-01
406000142,고래왓,126.512302,33.248487,법환주유소 건너편,2022-11-01
405001059,고림동,126.284755,33.374151,고림동나들가게부근,2022-11-01
405001058,고림동,126.285105,33.374574,고림동편의점 좌측,2022-11-01
406001050,고망난돌입구,126.858679,33.353095,고망난돌펜션 우측,2022-11-01
406001049,고망난돌입구,126.858747,33.352821,고망난돌펜션 맞은편,2022-11-01
405001276,고산,126.179421,33.303075,중앙이용원 앞,2022-11-01
405001437,고산1리 육거리,126.179185,33.300926,금성마트 앞쪽,2022-11-01
405001273,고산1리(구 출장소),126.17855,33.306567,느루게스트하우스 좌측,2022-11-01
405001274,고산1리(구 출장소),126.178983,33.306067,고산현대건재철물점 앞,2022-11-01
405002060,고산2리,126.189196,33.302049,,2022-11-01
405002059,고산2리,126.188872,33.302371,,2022-11-01
405000890,고산2리 전답동,126.203967,33.29505,마을입구 팽나무 앞,2022-11-01
405001570,고산농산물유통센터,126.191773,33.298452,농기계수리센터앞,2022-11-01
405001569,고산농산물유통센터,126.191838,33.298335,고산농협농기계수리센터 건너편,2022-11-01
405002154,고산동산,126.534001,33.495291,,2022-11-01
405002152,고산동산,126.534374,33.495107,,2022-11-01
405002153,고산동산,126.531973,33.493815,,2022-11-01
405002038,고산동산(광양방면) / 제주4.3 트라우마센터,126.532907,33.49554,,2022-11-01
405002037,고산동산(아라방면) / 제주4.3 트라우마센터,126.532287,33.496007,,2022-11-01
405001275,고산우체국앞,126.1796,33.3038,한림수협고산어촌계앞,2022-11-01
405001277,고산환승정류장(고산1리 고산성당 앞),126.180432,33.300904,고산성당 앞,2022-11-01
405000892,고산환승정류장(고산1리),126.180436,33.300733,뷰티고등학교 우측,2022-11-01
405001777,고상동,126.673213,33.508593,단독주택 앞,2022-11-01
405001776,고상동,126.673404,33.508542,단독주택 맞은편,2022-11-01
405000449,고성1리,126.412857,33.457844,나들가게 우측,2022-11-01
405000448,고성1리,126.412636,33.458046,봉영빌라 우측,2022-11-01
405000450,고성1리사무소,126.415173,33.458453,고성보건진료소 우측,2022-11-01
405000451,고성1리사무소,126.415611,33.458435,고성1리마을 입구,2022-11-01
405001288,고성2리,126.424032,33.436945,야적장앞,2022-11-01
405001285,고성2리,126.424156,33.436159,고성1리마을입구,2022-11-01
406001084,고성리 구 성산농협,126.914964,33.44798,제일성당 앞,2022-11-01
406001291,고성리 성산농협,126.912608,33.446115,일출봉농협 좌측,2022-11-01
405002367,고성리 외왓,126.413794,33.445498,,2022-11-01
405002366,고성리 외왓,126.413755,33.445596,,2022-11-01
406000678,고성리 장만이동산,126.900477,33.44555,한양연립앞,2022-11-01
406000679,고성리 장만이동산,126.900675,33.445348,영진기업앞,2022-11-01
406000681,고성리노인회관,126.908654,33.446755,고성리 노인회관 맞은편,2022-11-01
406000680,고성리노인회관,126.90875,33.446617,고성리 노인회관,2022-11-01
406000709,고성리제주은행,126.916004,33.448681,소망광고스포츠앞,2022-11-01
406001083,고성리제주은행,126.91505,33.449467,제일약국앞,2022-11-01
406001081,고성오일시장,126.914133,33.4523,투다리 동남전 좌측,2022-11-01
406001082,고성오일시장,126.91405,33.452067,고성오일장간판 좌측,2022-11-01
406001088,고성환승정류장(고성리 한국물류),126.913789,33.44744,동남한국물류 우측,2022-11-01
406001087,고성환승정류장(고성리 회전교차로),126.913783,33.447279,대한통운택배 우측,2022-11-01
406000644,고수동,126.755583,33.327983,,2022-11-01
406000602,고수동,126.75575,33.327833,,2022-11-01
406001477,고수동입구,126.757056,33.322112,고수동도로안내표지판아래(마을입구앞),2022-11-01
406001478,고수동입구,126.756635,33.321526,고수동도로안내표지판앞(마을입구맞은편),2022-11-01
406000645,고수동회관,126.756317,33.329367,,2022-11-01
405000304,고으니모르 국립제주박물관,126.550965,33.51261,창앤창 앞,2022-11-01
406000272,고장낭밭,126.600029,33.274484,대우발전기 맞은편,2022-11-01
406000273,고장낭밭,126.599353,33.274147,대우발전기앞,2022-11-01
406001877,고장밭,126.720214,33.31616,,2022-11-01
406001876,고장밭,126.720053,33.315975,,2022-11-01
405002456,고주물 입구,126.404234,33.444601,,2022-11-01
405002455,고주물 입구,126.404139,33.444676,,2022-11-01
405002208,고지교,126.517074,33.486803,,2022-11-01
405002209,고지교,126.517318,33.486779,,2022-11-01
405001142,고평동,126.6566,33.47445,항아리식당 우측,2022-11-01
405001143,고평동,126.656267,33.4749,항아리식당 맞은편,2022-11-01
406000320,고향모루,126.498517,33.236383,풍향 우측(서건도방향),2022-11-01
406000319,고향모루,126.498233,33.23645,메밀애 우측,2022-11-01
406000790,골물동입구,126.333971,33.250957,화순떡방앗간가기전,2022-11-01
405001397,공동묘지,126.65485,33.511117,남조로길246 창고건너편,2022-11-01
405001418,공동묘지,126.654917,33.511033,조천공동묘지 앞,2022-11-01
406000104,공물,126.516294,33.240433,법환동 마을회관앞,2022-11-01
406000103,공물,126.516348,33.240671,법환동마을회관건너편,2022-11-01
406000508,공업단지,126.581777,33.292367,,2022-11-01
406000474,공업단지 입구,126.590301,33.28351,감귤농협유통센터 앞,2022-11-01
406000473,공업단지 입구,126.590412,33.28412,감귤농협유통센터 맞은편,2022-11-01
406001949,공영버스 차고지,126.588777,33.283431,,2022-11-01
406001950,공영버스 차고지,126.588919,33.283503,,2022-11-01
406000218,공천포,126.640167,33.26545,탐나철공소 좌측,2022-11-01
406000217,공천포,126.640533,33.265833,롯데칠성음료(주) 앞,2022-11-01
405000660,공항초소,126.484484,33.513595,공항초소 맞은편,2022-11-01
405000656,공항초소,126.484334,33.513623,공항초소 앞,2022-11-01
405000982,곽지모우물,126.308755,33.453189,정글게스트하우스 앞,2022-11-01
405001206,곽지모우물,126.308918,33.451689,아미고라카페 앞,2022-11-01
405001207,곽지해수욕장,126.307463,33.448426,몬스터살롱 우측,2022-11-01
405001208,곽지해수욕장,126.307567,33.4482,곽지사거리( 곽지모물 방향),2022-11-01
406001308,관광단지 입구,126.414612,33.256393,펜션하안풍경앞,2022-11-01
406001307,관광단지 입구,126.414734,33.256212,그랑빌펜션 앞,2022-11-01
405000335,관덕정,126.520875,33.513216,삼성자동판매기 앞,2022-11-01
405000334,관덕정,126.520964,33.512932,초원보리빵 앞,2022-11-01
405001441,관동산,126.635691,33.506634,맛닭동산팻말 맞은편,2022-11-01
405001442,관동산,126.635652,33.50643,맛닭동산 팻말 앞,2022-11-01
405001891,관음사,126.557867,33.426421,관음사정문 앞,2022-11-01
405001892,관음사,126.557725,33.426606,관음사정문맞은편,2022-11-01
405001504,관음사 탐방로입구,126.549773,33.422453,관음사주차장 맞은편,2022-11-01
405001505,관음사 탐방로입구,126.550413,33.422428,관음사주차장 앞,2022-11-01
405000016,관전동,126.41909,33.488832,여울민박 앞,2022-11-01
405000017,관전동,126.420151,33.489831,지성천막 앞,2022-11-01
406000853,관통사,126.827252,33.326778,관통사 앞,2022-11-01
406000854,관통사,126.827124,33.327055,관통사 건너편,2022-11-01
406000141,광대왓,126.515928,33.248094,서귀포해양경찰서입구 앞,2022-11-01
406000140,광대왓,126.518567,33.247527,서귀포해양경찰서입구 맞은편,2022-11-01
405000471,광령1리사무소,126.439763,33.460992,광령PC좌측,2022-11-01
405000472,광령1리사무소,126.439887,33.460882,광령보건진료소앞,2022-11-01
405002078,광령2리,126.42888,33.450336,,2022-11-01
405002079,광령2리,126.42903,33.450414,,2022-11-01
405001469,광령2리 사무소,126.429122,33.449324,부영식당 앞,2022-11-01
405002425,광령2리 웃가름,126.429088,33.44735,,2022-11-01
405002426,광령2리 웃가름,126.429104,33.447649,,2022-11-01
405000718,광령2리입구,126.430598,33.459291,광령2리입구 앞,2022-11-01
405000719,광령2리입구,126.431235,33.459513,광령2리입구 맞은편,2022-11-01
405000453,광령3리,126.424448,33.458751,리빙부억가구앞,2022-11-01
405000452,광령3리,126.423883,33.458933,광성로 149 우측,2022-11-01
405000638,광령3리사무소,126.423271,33.463913,광령3리사무소앞,2022-11-01
405002555,광령3리사무소,126.423284,33.463726,,2022-11-01
405001691,광령저수지,126.426475,33.472487,하귀장례식장 건너편,2022-11-01
405000467,광령초등학교,126.436436,33.460705,한마음새마을금고 좌측,2022-11-01
405000468,광령초등학교,126.43615,33.460532,주연슈퍼 좌측,2022-11-01
405000522,광석동,126.408884,33.474455,114호 단독주택 앞,2022-11-01
405000521,광석동,126.409046,33.474644,107호 단독주택 앞,2022-11-01
405000282,광양,126.527961,33.502112,루미수다게스트하우스 앞,2022-11-01
405000281,광양/시민회관방면,126.528058,33.502324,오용덕치과의원 좌측,2022-11-01
405000169,광양사거리/터미널방면,126.527103,33.500473,나사로간호학원 우측,2022-11-01
406001132,광지동,126.708677,33.276415,태위로 575건물 앞,2022-11-01
406001128,광지동,126.709319,33.276431,남원교차로(태흥리방향),2022-11-01
406001183,광치기해변,126.923367,33.451425,해녀의집 앞,2022-11-01
406001184,광치기해변,126.923657,33.4523,고성리 광치기공원 맞은편,2022-11-01
405000598,광평,126.468082,33.48397,유신이불 앞,2022-11-01
405000599,광평,126.468409,33.483892,,2022-11-01
405001725,광평고치동산,126.463729,33.483605,루체빌 우측,2022-11-01
405001726,광평고치동산,126.46411,33.483665,노형다담빌리지 앞,2022-11-01
406001486,광평교차로,126.355009,33.330588,사거리 고가도로 코너,2022-11-01
405000601,광평동로,126.470383,33.4823,추자도수산물직매장 앞,2022-11-01
405000600,광평동로 노형성당,126.470419,33.482075,광평도새기촌 앞,2022-11-01
406000639,광평리,126.381983,33.3293,광평마을입구 팽나무앞,2022-11-01
405001624,광평마을,126.465042,33.479499,(주)일산산업건설 앞,2022-11-01
405001625,광평마을,126.465276,33.479458,흥도통신 우측,2022-11-01
405001377,교래리,126.675683,33.424633,각지불식당 건너편,2022-11-01
405001380,교래리,126.674417,33.425883,퐁낭휴게소 우측,2022-11-01
405001179,교래리,126.677858,33.43686,노인회관 앞,2022-11-01
405002518,교래리소공원,126.674141,33.427893,,2022-11-01
405002466,교래리종합복지회관,126.673908,33.431413,,2022-11-01
405002465,교래리종합복지회관,126.673863,33.431235,,2022-11-01
405001815,교래보건진료소,126.676689,33.436649,교래리보건소 앞,2022-11-01
405001180,교래보건진료소,126.676205,33.436265,흑돼지식당 (현장명칭:교래리),2022-11-01
405001927,교래분교,126.679403,33.436408,교래분교 맞은편,2022-11-01
405001926,교래분교,126.679271,33.43635,교래분교 앞라인,2022-11-01
405001141,교래사거리,126.671783,33.43325,승마장 건너편,2022-11-01
405001381,교래사거리,126.671612,33.434399,자연관광승마장앞(현장명칭 교래리),2022-11-01
405001140,교래사거리,126.671717,33.43335,승마장앞(5.16방면)(현장명칭:교래입구),2022-11-01
405001376,교래사거리,126.672067,33.434083,제주관광승마장 부근,2022-11-01
405001390,교래입구,126.616785,33.41938,제주관광승마장 우측,2022-11-01
405001391,교래입구,126.616617,33.419233,5.16방향 대도로,2022-11-01
405001704,교래자연 휴양림,126.666286,33.44309,교래자연휴양림입구 앞,2022-11-01
405001705,교래자연 휴양림,126.66605,33.443725,에코랜드테마파크앞,2022-11-01
406000331,구 삼일금고,126.561632,33.249624,블랙야크 앞,2022-11-01
405000899,구 시장터,126.325033,33.435183,해담은떡방 좌측,2022-11-01
405001099,구 오일시장,126.324892,33.435312,해담은떡방 맞은편,2022-11-01
406001293,구 터미널,126.560159,33.252018,미용재료 앞,2022-11-01
405001266,구 한경의원 앞,126.182681,33.344071,분홍색단독주택 앞(신창리방향),2022-11-01
405000979,구 한경의원 앞,126.182414,33.343853,두신로5번지 건물 우측,2022-11-01
405002449,구남동,126.713487,33.551797,,2022-11-01
406001906,구멍물,126.429556,33.247054,,2022-11-01
406001907,구멍물,126.429939,33.247189,,2022-11-01
405000900,구몰리동,126.315617,33.424733,구몰리동입구 맞은편,2022-11-01
405001098,구몰리동,126.315547,33.424788,구몰리동 이정표 앞,2022-11-01
405001563,구산마을,126.538007,33.483292,(주)국민트랜스앞,2022-11-01
405001564,구산마을,126.538087,33.483141,(주)국민트랜스맞은편,2022-11-01
405001643,구산마을입구,126.536389,33.483907,메가박스제주아라 앞,2022-11-01
405001642,구산마을입구,126.535054,33.484403,중고동동의자 건너편,2022-11-01
406000976,구억리,126.278902,33.272375,초원식당,2022-11-01
406001221,구억리 옹기체험관,126.278685,33.274067,하우스앞 삼거리,2022-11-01
406000977,구억리삼거리,126.2794,33.272783,복지회관 맞은편,2022-11-01
406000979,구억리상동,126.2835,33.278917,크린하우스옆(신평리방향),2022-11-01
406000978,구억리상동,126.28355,33.2786,비산에듀우든빌 맞은편,2022-11-01
405001184,구엄리,126.37637,33.474356,구엄25시나들가게 맞은편,2022-11-01
405001183,구엄리,126.376175,33.47456,구엄25시나들가게 우측,2022-11-01
405002398,구엄포구,126.376931,33.483779,,2022-11-01
405002399,구엄포구,126.377063,33.483717,,2022-11-01
405002442,구좌반석타운,126.869076,33.518745,,2022-11-01
405002441,구좌반석타운,126.8699,33.519024,,2022-11-01
405000971,구좌보건지소,126.859686,33.520105,구좌보건소 맞은편,2022-11-01
405001306,구좌보건지소,126.859711,33.519889,구좌보건소앞,2022-11-01
405002224,구좌정수장,126.772205,33.505288,,2022-11-01
405002223,구좌정수장,126.771865,33.5048,,2022-11-01
405002240,구좌정수장,126.772451,33.505086,,2022-11-01
405001330,구좌중앙초등학교,126.798999,33.551176,구좌중앙초등학교 앞,2022-11-01
405001329,구좌중앙초등학교,126.798609,33.551163,구좌중앙초등학교 앞,2022-11-01
406001483,국립기상과학원,126.517888,33.258029,국립기상과학원앞,2022-11-01
406001508,국립기상과학원,126.517318,33.258041,국립기상과학원 앞,2022-11-01
405000303,국립제주박물관,126.549973,33.512475,국립제주박물관앞,2022-11-01
405002543,국립종자원 제주지원,126.781669,33.456466,,2022-11-01
405002544,국립종자원 제주지원,126.781494,33.456349,,2022-11-01
406000072,국민건강보험공단,126.507,33.2544,GS25 신서귀포점 우측,2022-11-01
406000073,국민건강보험공단,126.506817,33.254617,래미안빌 앞,2022-11-01
406001523,국세공무원 교육원 국토교통부 인재개발원,126.515988,33.254378,,2022-11-01
406001492,국세공무원 교육원 국토교통부 인재개발원,126.516079,33.254537,국세공무원교육원앞,2022-11-01
406001482,국세공무원 교육원생활관,126.519443,33.255561,서호자율방범대앞,2022-11-01
406001511,국세공무원 교육원생활관,126.519155,33.255628,국세공무원교육원생활관 앞,2022-11-01
406001550,국세공무원교육원 공무원연금공단,126.517522,33.254442,,2022-11-01
406001549,국세공무원교육원 공무원연금공단,126.517761,33.254636,,2022-11-01
406001720,국제교회,126.278526,33.282031,,2022-11-01
406001721,국제교회,126.278065,33.282965,,2022-11-01
405002527,국제대학교 환승주차장,126.570047,33.43866,,2022-11-01
405002526,국제대학교 환승주차장,126.570103,33.438829,,2022-11-01
405001942,국제여객선터미널,126.544448,33.525996,,2022-11-01
405000001,국제여객선터미널,126.544238,33.525957,제주항국제여객선터미널 좌측,2022-11-01
406001480,국토교통부 인재개발원,126.515233,33.251908,인재개발원 맞은편,2022-11-01
405001282,국학원,126.373682,33.3889,제1어음교 우측(제주시방향),2022-11-01
406001328,군모루,126.722367,33.29222,육값하네식당 맞은편,2022-11-01
406001329,군모루,126.722074,33.292078,육값하네식당 앞,2022-11-01
406000753,굴집터,126.863076,33.400062,도로이정표앞,2022-11-01
406000754,굴집터,126.862848,33.399974,좌측 저류지(도로이정표 맞은편),2022-11-01
406001373,굿밭거리,126.525055,33.257462,GS25편의점 맞은편,2022-11-01
406001374,굿밭거리,126.524965,33.257356,GS25편의점 우측,2022-11-01
405002334,귀덕1리,126.297248,33.439109,,2022-11-01
405001216,귀덕1리,126.292754,33.443507,귀덕낚시 좌측,2022-11-01
405002333,귀덕1리,126.297114,33.439102,,2022-11-01
405002609,귀덕1리 성로동,126.298109,33.432672,,2022-11-01
